id,student_count,pv_kw_t,bat_kw_t,demand_e,pv_kw_e,bat_kw_e,capex,capex_oem,npv_e,npv_demand_e,lcoe_e,opex,co2_e
1714,43550.0,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1686,44865.77,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
3032,45571.7,120,201.600006103516,12000.0,13.15,22.09,19703.02,394.06,30025.93,161546.52,0.1859,664.66,3.96
1768,46496.83,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
311,49854.73,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1685,50127.44,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
2059,50275.3,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
457,51121.28,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
2207,51186.5,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
2053,53724.24,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
3062,58752.29,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1718,58905.34,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2966,67433.3,132,201.600006103516,12000.0,14.47,22.09,20958.27,419.17,31594.1,161546.52,0.1956,689.77,3.96
3078,67658.12,108,201.600006103516,12000.0,11.84,22.09,18457.27,369.15,28469.74,161546.52,0.1762,639.75,3.96
3076,72097.78,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2171,73524.51,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1752,73644.17,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
2076,90908.5,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2127,94589.48,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1767,94783.89,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1818,98961.33,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
133,100241.97,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
1735,119301.79,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1691,143422.13,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
