id,student_count,pv_kw_t,bat_kw_t,demand_e,pv_kw_e,bat_kw_e,capex,capex_oem,npv_e,npv_demand_e,lcoe_e,opex,co2_e
1293,1113.36,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1776,1119.85,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2185,1142.64,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1614,1147.08,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
1715,1150.51,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1903,1165.39,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
476,1167.24,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2867,1170.02,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1405,1170.13,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
675,1178.43,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
941,1187.72,120,259.200012207031,12000.0,13.15,28.41,21762.39,435.25,34147.02,161546.52,0.2114,783.27,3.96
2199,1193.1,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
571,1193.29,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1254,1198.88,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1526,1200.69,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
365,1206.65,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
610,1246.42,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
342,1254.99,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
277,1255.77,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2328,1261.61,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
16,1264.94,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
1371,1268.84,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1024,1269.78,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1945,1278.15,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
934,1289.79,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2938,1295.77,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1816,1305.77,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
573,1308.37,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
748,1310.09,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2554,1311.95,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1036,1318.0,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2950,1331.23,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
2109,1332.78,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1031,1341.82,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2039,1350.96,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1274,1354.74,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
621,1376.18,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1586,1381.76,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1742,1387.62,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
3029,1406.48,120,201.600006103516,12000.0,13.15,22.09,19703.02,394.06,30025.93,161546.52,0.1859,664.66,3.96
1427,1411.58,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1724,1423.97,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2056,1426.28,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2924,1427.96,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
1613,1430.67,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
275,1434.81,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
286,1435.94,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
364,1439.45,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
2071,1440.17,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2096,1441.72,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1854,1453.37,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1318,1454.52,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1795,1459.14,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
418,1485.19,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1884,1511.06,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2140,1522.47,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1647,1542.0,132,201.600006103516,12000.0,14.47,22.09,20958.27,419.17,31594.1,161546.52,0.1956,689.77,3.96
412,1545.96,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
8,1553.23,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
2282,1558.45,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2178,1561.41,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1275,1565.68,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
202,1578.04,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1552,1586.85,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
2038,1590.77,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
3084,1591.08,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1097,1596.82,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
1726,1605.53,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
2167,1606.57,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
659,1611.13,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1743,1617.44,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
115,1622.44,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
1260,1623.8,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
273,1624.76,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2980,1629.54,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
67,1647.45,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
2197,1651.81,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
2158,1662.36,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1973,1686.37,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2993,1690.5,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2958,1715.21,132,201.600006103516,12000.0,14.47,22.09,20958.27,419.17,31594.1,161546.52,0.1956,689.77,3.96
124,1717.96,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
995,1719.24,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
128,1720.44,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
358,1725.64,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
2373,1730.88,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2901,1748.24,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2066,1753.05,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
129,1798.42,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
486,1815.27,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
891,1826.25,120,259.200012207031,12000.0,13.15,28.41,21762.39,435.25,34147.02,161546.52,0.2114,783.27,3.96
2693,1856.94,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2247,1857.78,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
302,1866.75,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
432,1867.94,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2910,1877.6,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1572,1889.05,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1876,1908.39,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
489,1915.3,120,201.600006103516,12000.0,13.15,22.09,19703.02,394.06,30025.93,161546.52,0.1859,664.66,3.96
862,1936.95,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2152,1944.23,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1762,1951.8,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1011,1977.56,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1023,1978.59,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
723,2008.36,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2960,2019.21,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2691,2027.35,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1543,2034.59,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1400,2060.3,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1448,2088.56,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
512,2106.96,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1480,2109.85,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
598,2114.63,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
2811,2119.48,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
710,2140.98,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
1496,2144.18,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1960,2188.33,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
3008,2200.85,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
1873,2213.52,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2955,2252.72,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
691,2272.53,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
142,2276.38,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
3014,2276.65,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
2978,2290.86,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1267,2291.42,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
1846,2294.12,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
820,2302.7,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
949,2313.82,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
2988,2313.82,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
960,2330.85,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
472,2351.24,120,259.200012207031,12000.0,13.15,28.41,21762.39,435.25,34147.02,161546.52,0.2114,783.27,3.96
3082,2355.45,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2956,2361.93,132,201.600006103516,12000.0,14.47,22.09,20958.27,419.17,31594.1,161546.52,0.1956,689.77,3.96
1062,2390.17,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
500,2417.04,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
1249,2426.41,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
22,2431.93,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
334,2458.22,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
478,2460.86,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
1725,2467.16,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1745,2510.64,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
560,2511.46,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
522,2565.06,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
447,2591.48,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2156,2600.94,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1704,2601.59,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1535,2610.51,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
2188,2627.75,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1030,2634.07,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1757,2639.53,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1878,2688.12,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
136,2721.24,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
2987,2764.7,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
836,2771.25,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1490,2827.86,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
211,2833.26,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2145,2856.58,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
3004,2867.75,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1262,2874.29,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
1487,2875.32,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
2930,2930.72,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1540,2988.07,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
2099,3035.33,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2004,3041.6,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
370,3062.46,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
441,3071.65,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2083,3083.63,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1766,3105.82,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1723,3145.62,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
309,3148.62,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
964,3193.06,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
1744,3193.45,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1759,3194.53,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
903,3203.09,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
470,3221.73,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
3065,3222.98,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2115,3245.54,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1013,3246.14,120,201.600006103516,12000.0,13.15,22.09,19703.02,394.06,30025.93,161546.52,0.1859,664.66,3.96
1550,3306.89,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
611,3328.4,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
805,3345.51,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
2531,3355.65,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
118,3402.54,156,201.600006103516,12000.0,17.1,22.09,23459.27,469.19,34718.46,161546.52,0.2149,739.79,3.96
1672,3501.94,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1350,3520.86,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1375,3552.77,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1442,3554.28,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
3077,3563.12,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
2181,3579.26,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
3021,3633.16,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1539,3764.3,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
3055,3810.0,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1645,3851.55,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
3060,3882.58,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1563,3907.92,132,201.600006103516,12000.0,14.47,22.09,20958.27,419.17,31594.1,161546.52,0.1956,689.77,3.96
2016,3913.15,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2556,3917.42,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1537,3932.16,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1889,3964.06,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2973,3967.47,132,201.600006103516,12000.0,14.47,22.09,20958.27,419.17,31594.1,161546.52,0.1956,689.77,3.96
1918,3976.04,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2816,3985.4,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
2925,4029.04,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
1709,4120.97,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1555,4134.04,132,201.600006103516,12000.0,14.47,22.09,20958.27,419.17,31594.1,161546.52,0.1956,689.77,3.96
2970,4204.64,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
3011,4229.67,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
1533,4234.39,144,230.399993896484,12000.0,15.78,25.25,23233.7,464.67,35210.77,161546.52,0.218,773.98,3.96
1858,4247.92,132,172.800003051758,12000.0,14.47,18.94,19931.85,398.64,29540.09,161546.52,0.1829,630.65,3.96
1765,4258.46,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
183,4261.51,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
297,4273.39,168,201.600006103516,12000.0,18.41,22.09,24705.02,494.1,36274.65,161546.52,0.2245,764.7,3.96
1546,4299.8,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
940,4354.83,120,259.200012207031,12000.0,13.15,28.41,21762.39,435.25,34147.02,161546.52,0.2114,783.27,3.96
269,4357.69,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
1756,4372.79,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
1711,4428.88,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
139,4430.41,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
1778,4489.55,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
1225,4495.85,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
237,4512.57,132,230.399993896484,12000.0,14.47,25.25,21987.96,439.76,33654.59,161546.52,0.2083,749.07,3.96
131,4518.41,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
1578,4530.14,144,172.800003051758,12000.0,15.78,18.94,21177.59,423.55,31096.26,161546.52,0.1925,655.56,3.96
1737,4548.67,108,172.800003051758,12000.0,11.84,18.94,17430.85,348.62,26415.73,161546.52,0.1635,580.64,3.96
2615,4615.81,120,172.800003051758,12000.0,13.15,18.94,18676.59,373.53,27971.9,161546.52,0.1732,605.55,3.96
160,4636.78,144,201.600006103516,12000.0,15.78,22.09,22204.02,444.08,33150.29,161546.52,0.2052,714.68,3.96
